open_time,open,high,low,close,volume,close_time
2025-10-13T12:00:00Z,114180.00000000,114180.01000000,113931.16000000,114000.15000000,122.86253000,2025-10-13T12:04:59Z
2025-10-13T12:05:00Z,114000.15000000,114272.00000000,113947.70000000,114249.26000000,65.72708000,2025-10-13T12:09:59Z
2025-10-13T12:10:00Z,114249.27000000,114473.13000000,114218.27000000,114377.05000000,77.08470000,2025-10-13T12:14:59Z
2025-10-13T12:15:00Z,114377.04000000,114377.05000000,114193.50000000,114245.07000000,65.48472000,2025-10-13T12:19:59Z
2025-10-13T12:20:00Z,114245.07000000,114331.40000000,114216.36000000,114322.26000000,51.71089000,2025-10-13T12:24:59Z
2025-10-13T12:25:00Z,114322.25000000,114371.87000000,114200.00000000,114353.92000000,35.72829000,2025-10-13T12:29:59Z
2025-10-13T12:30:00Z,114353.92000000,114665.97000000,114254.88000000,114600.01000000,131.95017000,2025-10-13T12:34:59Z
2025-10-13T12:35:00Z,114600.00000000,114600.00000000,114411.52000000,114415.22000000,145.68598000,2025-10-13T12:39:59Z
2025-10-13T12:40:00Z,114415.22000000,114527.12000000,114396.21000000,114521.39000000,239.10080000,2025-10-13T12:44:59Z
2025-10-13T12:45:00Z,114521.38000000,114748.97000000,114396.69000000,114618.80000000,154.30970000,2025-10-13T12:49:59Z
2025-10-13T12:50:00Z,114618.80000000,114618.80000000,114396.44000000,114474.01000000,63.08450000,2025-10-13T12:54:59Z
2025-10-13T12:55:00Z,114474.01000000,114516.75000000,114327.41000000,114412.26000000,56.74120000,2025-10-13T12:59:59Z
2025-10-13T13:00:00Z,114412.25000000,114633.78000000,114400.80000000,114512.14000000,79.44669000,2025-10-13T13:04:59Z
2025-10-13T13:05:00Z,114512.14000000,114704.10000000,114334.00000000,114334.01000000,123.67726000,2025-10-13T13:09:59Z
2025-10-13T13:10:00Z,114334.01000000,114579.99000000,114249.98000000,114372.06000000,96.61505000,2025-10-13T13:14:59Z
